
Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C)
1413.375000,-5.5210E-010,1413.375000,-7.1020E-008,1413.375000,1.0000E000
1413.500000,1.3630E-008,1413.500000,-5.5190E-008,1413.500000,1.3630E004
1413.625000,8.3040E-009,1413.625000,-8.3030E-008,1413.625000,8.3040E003
1413.750000,9.7010E-009,1413.750000,-4.8630E-008,1413.750000,9.7010E003
1413.875000,9.3620E-009,1413.875000,-5.3760E-008,1413.875000,9.3620E003
1414.000000,2.9070E-008,1414.000000,-2.5760E-008,1414.000000,2.9070E004
1414.125000,5.2890E-008,1414.125000,-6.0520E-008,1414.125000,5.2890E004
1414.250000,4.3820E-008,1414.250000,-7.4950E-008,1414.250000,4.3820E004
1414.375000,4.8770E-008,1414.375000,-5.0050E-008,1414.375000,4.8770E004
1414.500000,9.5430E-010,1414.500000,-6.4550E-008,1414.500000,9.5430E002
1414.625000,1.2850E-008,1414.625000,-5.9110E-008,1414.625000,1.2850E004
1414.750000,9.6480E-009,1414.750000,-9.4830E-008,1414.750000,9.6480E003
1414.875000,4.2350E-008,1414.875000,-6.2530E-008,1414.875000,4.2350E004
1415.000000,7.9270E-009,1415.000000,-6.3250E-008,1415.000000,7.9270E003
1415.125000,2.8260E-008,1415.125000,-4.2450E-008,1415.125000,2.8260E004
1415.250000,3.8820E-008,1415.250000,-6.5790E-008,1415.250000,3.8820E004
1415.375000,1.0160E-008,1415.375000,-5.5520E-008,1415.375000,1.0160E004
1415.500000,3.4050E-008,1415.500000,-4.2480E-008,1415.500000,3.4050E004
1415.625000,2.4140E-008,1415.625000,-4.1340E-008,1415.625000,2.4140E004
1415.750000,2.9990E-008,1415.750000,-4.7940E-008,1415.750000,2.9990E004
1415.875000,6.7060E-008,1415.875000,-6.9690E-008,1415.875000,6.7060E004
1416.000000,4.4500E-008,1416.000000,-6.9520E-008,1416.000000,4.4500E004
1416.125000,5.0890E-008,1416.125000,-7.4390E-008,1416.125000,5.0890E004
1416.250000,4.3780E-008,1416.250000,-1.6550E-008,1416.250000,4.3780E004
1416.375000,5.7550E-008,1416.375000,-7.5910E-008,1416.375000,5.7550E004
1416.500000,4.1210E-008,1416.500000,-3.8080E-008,1416.500000,4.1210E004
1416.625000,7.8540E-008,1416.625000,-3.0370E-008,1416.625000,7.8540E004
1416.750000,2.9120E-008,1416.750000,-5.2170E-008,1416.750000,2.9120E004
1416.875000,5.7740E-008,1416.875000,-8.1910E-008,1416.875000,5.7740E004
1417.000000,5.1640E-008,1417.000000,-6.1420E-008,1417.000000,5.1640E004
1417.125000,1.6610E-008,1417.125000,-8.4210E-009,1417.125000,1.6610E004
1417.250000,5.8720E-008,1417.250000,-1.6460E-008,1417.250000,5.8720E004
1417.375000,4.7230E-008,1417.375000,-5.7670E-008,1417.375000,4.7230E004
1417.500000,4.5160E-008,1417.500000,-5.1220E-008,1417.500000,4.5160E004
1417.625000,2.4240E-008,1417.625000,-8.6220E-008,1417.625000,2.4240E004
1417.750000,3.4110E-008,1417.750000,-4.9520E-008,1417.750000,3.4110E004
1417.875000,8.4880E-008,1417.875000,6.8120E-009,1417.875000,1.2460E001
1418.000000,4.1470E-008,1418.000000,-5.7960E-008,1418.000000,4.1470E004
1418.125000,3.9920E-008,1418.125000,-4.7130E-008,1418.125000,3.9920E004
1418.250000,2.9850E-008,1418.250000,-5.8340E-008,1418.250000,2.9850E004
1418.375000,4.2980E-008,1418.375000,-2.8770E-008,1418.375000,4.2980E004
