
Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D)
1476.252500,1.7690E-004,1476.252500,1.3640E-006,1476.252500,9.0030E-007,1476.252500,1.9649E002
1476.335000,1.7850E-004,1476.335000,1.3650E-006,1476.335000,9.5850E-007,1476.335000,1.8623E002
1476.417500,1.7940E-004,1476.417500,1.3990E-006,1476.417500,9.6810E-007,1476.417500,1.8531E002
1476.500000,1.7940E-004,1476.500000,1.3710E-006,1476.500000,9.5120E-007,1476.500000,1.8860E002
1476.582500,1.8040E-004,1476.582500,1.3480E-006,1476.582500,1.0030E-006,1476.582500,1.7986E002
1476.665000,1.7990E-004,1476.665000,1.3950E-006,1476.665000,9.7720E-007,1476.665000,1.8410E002
1476.747500,1.7980E-004,1476.747500,1.3140E-006,1476.747500,9.4440E-007,1476.747500,1.9039E002
1476.830000,1.8010E-004,1476.830000,1.3600E-006,1476.830000,1.0330E-006,1476.830000,1.7435E002
1476.912500,1.7950E-004,1476.912500,1.3320E-006,1476.912500,9.9870E-007,1476.912500,1.7973E002
1476.995000,1.7990E-004,1476.995000,1.3110E-006,1476.995000,9.7140E-007,1476.995000,1.8520E002
1477.077500,1.7860E-004,1477.077500,1.3040E-006,1477.077500,9.3870E-007,1477.077500,1.9026E002
1477.160000,1.7880E-004,1477.160000,1.2810E-006,1477.160000,9.6010E-007,1477.160000,1.8623E002
1477.242500,1.7990E-004,1477.242500,1.2930E-006,1477.242500,9.7390E-007,1477.242500,1.8472E002
1477.325000,1.7930E-004,1477.325000,1.3000E-006,1477.325000,9.7920E-007,1477.325000,1.8311E002
1477.407500,1.7120E-004,1477.407500,1.2740E-006,1477.407500,9.0030E-007,1477.407500,1.9016E002
1477.490000,1.7990E-004,1477.490000,1.2260E-006,1477.490000,8.9220E-007,1477.490000,2.0164E002
1477.572500,1.8050E-004,1477.572500,1.3490E-006,1477.572500,9.7540E-007,1477.572500,1.8505E002
1477.655000,1.7980E-004,1477.655000,1.2670E-006,1477.655000,1.0450E-006,1477.655000,1.7206E002
1477.737500,1.8010E-004,1477.737500,1.2200E-006,1477.737500,1.0120E-006,1477.737500,1.7796E002
1477.820000,1.7930E-004,1477.820000,1.2880E-006,1477.820000,9.9350E-007,1477.820000,1.8047E002
1477.902500,1.7870E-004,1477.902500,1.2160E-006,1477.902500,9.1170E-007,1477.902500,1.9601E002
1477.985000,1.7850E-004,1477.985000,1.2950E-006,1477.985000,9.8740E-007,1477.985000,1.8078E002
1478.067500,1.7670E-004,1478.067500,1.2200E-006,1478.067500,9.6660E-007,1478.067500,1.8281E002
1478.150000,1.6190E-004,1478.150000,1.0920E-006,1478.150000,8.5630E-007,1478.150000,1.8907E002
1478.232500,1.7470E-004,1478.232500,1.1520E-006,1478.232500,9.5090E-007,1478.232500,1.8372E002
1478.315000,1.7670E-004,1478.315000,1.1700E-006,1478.315000,9.7400E-007,1478.315000,1.8142E002
1478.397500,1.7580E-004,1478.397500,1.2550E-006,1478.397500,9.9820E-007,1478.397500,1.7612E002
1478.480000,1.7470E-004,1478.480000,1.1800E-006,1478.480000,9.3750E-007,1478.480000,1.8635E002
1478.562500,1.7640E-004,1478.562500,1.2730E-006,1478.562500,9.3070E-007,1478.562500,1.8953E002
1478.645000,1.7650E-004,1478.645000,1.1910E-006,1478.645000,9.4250E-007,1478.645000,1.8727E002
1478.727500,1.7700E-004,1478.727500,1.1880E-006,1478.727500,9.4970E-007,1478.727500,1.8637E002
1478.810000,1.7600E-004,1478.810000,1.1830E-006,1478.810000,9.5340E-007,1478.810000,1.8460E002
1478.892500,1.7620E-004,1478.892500,1.1770E-006,1478.892500,8.7230E-007,1478.892500,2.0199E002
1478.975000,1.7590E-004,1478.975000,1.1160E-006,1478.975000,9.0500E-007,1478.975000,1.9436E002
1479.057500,1.7580E-004,1479.057500,1.0910E-006,1479.057500,9.4010E-007,1479.057500,1.8700E002
1479.140000,1.7580E-004,1479.140000,1.1210E-006,1479.140000,9.2470E-007,1479.140000,1.9012E002
1479.222500,1.7570E-004,1479.222500,1.0850E-006,1479.222500,8.6780E-007,1479.222500,2.0247E002
1479.305000,1.7470E-004,1479.305000,1.1650E-006,1479.305000,8.8830E-007,1479.305000,1.9667E002
1479.387500,1.7530E-004,1479.387500,1.0530E-006,1479.387500,9.0310E-007,1479.387500,1.9411E002
1479.470000,1.7520E-004,1479.470000,1.1320E-006,1479.470000,9.3520E-007,1479.470000,1.8734E002
1479.552500,1.7450E-004,1479.552500,1.0590E-006,1479.552500,8.9640E-007,1479.552500,1.9467E002
1479.635000,1.7370E-004,1479.635000,1.0860E-006,1479.635000,8.7570E-007,1479.635000,1.9836E002
1479.717500,1.7320E-004,1479.717500,1.0980E-006,1479.717500,8.5270E-007,1479.717500,2.0312E002
1479.800000,1.7050E-004,1479.800000,1.0030E-006,1479.800000,8.5180E-007,1479.800000,2.0016E002
1479.882500,1.7010E-004,1479.882500,1.0250E-006,1479.882500,8.5590E-007,1479.882500,1.9874E002
1479.965000,1.7210E-004,1479.965000,1.0420E-006,1479.965000,9.2960E-007,1479.965000,1.8513E002
1480.047500,1.7180E-004,1480.047500,1.0110E-006,1480.047500,8.6760E-007,1480.047500,1.9802E002
1480.130000,1.7210E-004,1480.130000,9.3500E-007,1480.130000,8.7980E-007,1480.130000,1.9561E002
1480.212500,1.7160E-004,1480.212500,9.5700E-007,1480.212500,8.9510E-007,1480.212500,1.9171E002
1480.295000,1.7150E-004,1480.295000,9.4150E-007,1480.295000,9.1070E-007,1480.295000,1.8832E002
1480.377500,1.7160E-004,1480.377500,9.8990E-007,1480.377500,8.2720E-007,1480.377500,2.0745E002
1480.460000,1.7100E-004,1480.460000,9.1050E-007,1480.460000,7.6730E-007,1480.460000,2.2286E002
1480.542500,1.7170E-004,1480.542500,9.2200E-007,1480.542500,9.2240E-007,1480.542500,1.8614E002
1480.625000,1.7050E-004,1480.625000,9.2720E-007,1480.625000,7.9490E-007,1480.625000,2.1449E002
1480.707500,1.6220E-004,1480.707500,9.2510E-007,1480.707500,7.8450E-007,1480.707500,2.0676E002
