
Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(D),Level(D),Wavelength(E),Level(E)
1460.495000,8.7020E-005,1460.495000,4.1920E-005,1460.495000,2.1820E-005,1460.495000,6.8250E-006,1460.495000,1.2750E001
1460.511500,8.7370E-005,1460.511500,4.2160E-005,1460.511500,2.1840E-005,1460.511500,6.8460E-006,1460.511500,1.2762E001
1460.528000,8.7480E-005,1460.528000,4.2120E-005,1460.528000,2.1940E-005,1460.528000,6.8340E-006,1460.528000,1.2801E001
1460.544500,8.7520E-005,1460.544500,4.2250E-005,1460.544500,2.1940E-005,1460.544500,6.9000E-006,1460.544500,1.2684E001
1460.561000,8.7880E-005,1460.561000,4.2220E-005,1460.561000,2.1900E-005,1460.561000,6.8740E-006,1460.561000,1.2784E001
1460.577500,8.7950E-005,1460.577500,4.2380E-005,1460.577500,2.2030E-005,1460.577500,6.9880E-006,1460.577500,1.2586E001
1460.594000,8.7930E-005,1460.594000,4.2460E-005,1460.594000,2.2010E-005,1460.594000,6.9760E-006,1460.594000,1.2605E001
1460.610500,8.8120E-005,1460.610500,4.2480E-005,1460.610500,2.2070E-005,1460.610500,6.9970E-006,1460.610500,1.2594E001
1460.627000,8.8420E-005,1460.627000,4.2400E-005,1460.627000,2.2070E-005,1460.627000,7.0180E-006,1460.627000,1.2599E001
1460.643500,8.8490E-005,1460.643500,4.2630E-005,1460.643500,2.2290E-005,1460.643500,6.9780E-006,1460.643500,1.2681E001
1460.660000,8.8440E-005,1460.660000,4.2760E-005,1460.660000,2.2290E-005,1460.660000,7.0960E-006,1460.660000,1.2463E001
1460.676500,8.8490E-005,1460.676500,4.2890E-005,1460.676500,2.2250E-005,1460.676500,7.0460E-006,1460.676500,1.2559E001
1460.693000,8.9020E-005,1460.693000,4.2980E-005,1460.693000,2.2290E-005,1460.693000,7.1470E-006,1460.693000,1.2456E001
1460.709500,8.9020E-005,1460.709500,4.2890E-005,1460.709500,2.2250E-005,1460.709500,7.1730E-006,1460.709500,1.2410E001
1460.726000,8.9200E-005,1460.726000,4.3090E-005,1460.726000,2.2370E-005,1460.726000,7.1410E-006,1460.726000,1.2491E001
1460.742500,8.9310E-005,1460.742500,4.3110E-005,1460.742500,2.2420E-005,1460.742500,7.1910E-006,1460.742500,1.2420E001
1460.759000,8.9330E-005,1460.759000,4.3080E-005,1460.759000,2.2440E-005,1460.759000,7.2250E-006,1460.759000,1.2364E001
1460.775500,8.9500E-005,1460.775500,4.3090E-005,1460.775500,2.2520E-005,1460.775500,7.2760E-006,1460.775500,1.2301E001
1460.792000,8.9560E-005,1460.792000,4.3130E-005,1460.792000,2.2540E-005,1460.792000,7.2030E-006,1460.792000,1.2434E001
1460.808500,8.9990E-005,1460.808500,4.3280E-005,1460.808500,2.2570E-005,1460.808500,7.3820E-006,1460.808500,1.2190E001
1460.825000,8.9730E-005,1460.825000,4.3340E-005,1460.825000,2.2590E-005,1460.825000,7.2890E-006,1460.825000,1.2310E001
1460.841500,8.9930E-005,1460.841500,4.3470E-005,1460.841500,2.2570E-005,1460.841500,7.3710E-006,1460.841500,1.2201E001
1460.858000,9.0160E-005,1460.858000,4.3510E-005,1460.858000,2.2650E-005,1460.858000,7.3520E-006,1460.858000,1.2263E001
1460.874500,9.0160E-005,1460.874500,4.3520E-005,1460.874500,2.2720E-005,1460.874500,7.3900E-006,1460.874500,1.2200E001
1460.891000,9.0250E-005,1460.891000,4.3580E-005,1460.891000,2.2680E-005,1460.891000,7.3540E-006,1460.891000,1.2272E001
1460.907500,9.0570E-005,1460.907500,4.3640E-005,1460.907500,2.2610E-005,1460.907500,7.3780E-006,1460.907500,1.2276E001
1460.924000,9.0470E-005,1460.924000,4.3650E-005,1460.924000,2.2890E-005,1460.924000,7.4040E-006,1460.924000,1.2219E001
1460.940500,9.0750E-005,1460.940500,4.3840E-005,1460.940500,2.2740E-005,1460.940500,7.5220E-006,1460.940500,1.2065E001
1460.957000,9.0720E-005,1460.957000,4.3820E-005,1460.957000,2.2910E-005,1460.957000,7.4530E-006,1460.957000,1.2172E001
1460.973500,9.0850E-005,1460.973500,4.3920E-005,1460.973500,2.2870E-005,1460.973500,7.5200E-006,1460.973500,1.2081E001
1460.990000,9.0960E-005,1460.990000,4.3860E-005,1460.990000,2.2890E-005,1460.990000,7.6720E-006,1460.990000,1.1856E001
1461.006500,9.1310E-005,1461.006500,4.3970E-005,1461.006500,2.2930E-005,1461.006500,7.5950E-006,1461.006500,1.2022E001
1461.023000,9.1260E-005,1461.023000,4.4120E-005,1461.023000,2.2970E-005,1461.023000,7.6250E-006,1461.023000,1.1969E001
1461.039500,9.1390E-005,1461.039500,4.4070E-005,1461.039500,2.3020E-005,1461.039500,7.6660E-006,1461.039500,1.1921E001
1461.056000,9.1500E-005,1461.056000,4.4070E-005,1461.056000,2.3040E-005,1461.056000,7.6680E-006,1461.056000,1.1933E001
1461.072500,9.1810E-005,1461.072500,4.4310E-005,1461.072500,2.3070E-005,1461.072500,7.6870E-006,1461.072500,1.1944E001
1461.089000,9.1790E-005,1461.089000,4.4280E-005,1461.089000,2.3150E-005,1461.089000,7.7170E-006,1461.089000,1.1895E001
1461.105500,9.1770E-005,1461.105500,4.4280E-005,1461.105500,2.3110E-005,1461.105500,7.7080E-006,1461.105500,1.1906E001
1461.122000,9.1830E-005,1461.122000,4.4440E-005,1461.122000,2.3090E-005,1461.122000,7.6830E-006,1461.122000,1.1952E001
1461.138500,9.1490E-005,1461.138500,4.4150E-005,1461.138500,2.3130E-005,1461.138500,7.8140E-006,1461.138500,1.1708E001
1461.155000,9.1330E-005,1461.155000,4.4110E-005,1461.155000,2.3000E-005,1461.155000,7.6720E-006,1461.155000,1.1904E001
1461.171500,9.0540E-005,1461.171500,4.3730E-005,1461.171500,2.2750E-005,1461.171500,7.6720E-006,1461.171500,1.1801E001
1461.188000,9.0470E-005,1461.188000,4.3580E-005,1461.188000,2.2720E-005,1461.188000,7.6760E-006,1461.188000,1.1786E001
1461.204500,9.1440E-005,1461.204500,4.4070E-005,1461.204500,2.2900E-005,1461.204500,7.8100E-006,1461.204500,1.1708E001
1461.221000,9.2350E-005,1461.221000,4.4580E-005,1461.221000,2.3150E-005,1461.221000,7.8010E-006,1461.221000,1.1838E001
1461.237500,9.3050E-005,1461.237500,4.4840E-005,1461.237500,2.3430E-005,1461.237500,7.8700E-006,1461.237500,1.1823E001
1461.254000,9.3230E-005,1461.254000,4.4990E-005,1461.254000,2.3500E-005,1461.254000,7.9410E-006,1461.254000,1.1740E001
1461.270500,9.3700E-005,1461.270500,4.5210E-005,1461.270500,2.3480E-005,1461.270500,8.0440E-006,1461.270500,1.1648E001
1461.287000,9.3610E-005,1461.287000,4.5170E-005,1461.287000,2.3540E-005,1461.287000,8.0550E-006,1461.287000,1.1621E001
1461.303500,9.3910E-005,1461.303500,4.5310E-005,1461.303500,2.3630E-005,1461.303500,8.1000E-006,1461.303500,1.1594E001
1461.320000,9.4210E-005,1461.320000,4.5490E-005,1461.320000,2.3690E-005,1461.320000,8.1920E-006,1461.320000,1.1500E001
1461.336500,9.4370E-005,1461.336500,4.5530E-005,1461.336500,2.3730E-005,1461.336500,8.1560E-006,1461.336500,1.1571E001
1461.353000,9.4450E-005,1461.353000,4.5810E-005,1461.353000,2.3800E-005,1461.353000,8.2180E-006,1461.353000,1.1493E001
1461.369500,9.4540E-005,1461.369500,4.5720E-005,1461.369500,2.3840E-005,1461.369500,8.1810E-006,1461.369500,1.1556E001
1461.386000,9.4730E-005,1461.386000,4.5810E-005,1461.386000,2.3800E-005,1461.386000,8.2590E-006,1461.386000,1.1470E001
1461.402500,9.4820E-005,1461.402500,4.5830E-005,1461.402500,2.3930E-005,1461.402500,8.2950E-006,1461.402500,1.1431E001
1461.419000,9.5270E-005,1461.419000,4.5980E-005,1461.419000,2.3890E-005,1461.419000,8.3170E-006,1461.419000,1.1455E001
1461.435500,9.5270E-005,1461.435500,4.5940E-005,1461.435500,2.3970E-005,1461.435500,8.3270E-006,1461.435500,1.1441E001
1461.452000,9.5510E-005,1461.452000,4.6150E-005,1461.452000,2.4170E-005,1461.452000,8.4280E-006,1461.452000,1.1332E001
1461.468500,9.5740E-005,1461.468500,4.6260E-005,1461.468500,2.4170E-005,1461.468500,8.4350E-006,1461.468500,1.1350E001
1461.485000,9.6110E-005,1461.485000,4.6310E-005,1461.485000,2.4310E-005,1461.485000,8.5230E-006,1461.485000,1.1277E001
1461.501500,9.6300E-005,1461.501500,4.6430E-005,1461.501500,2.4170E-005,1461.501500,8.4180E-006,1461.501500,1.1440E001
1461.518000,9.6240E-005,1461.518000,4.6480E-005,1461.518000,2.4320E-005,1461.518000,8.4720E-006,1461.518000,1.1360E001
1461.534500,9.6470E-005,1461.534500,4.6450E-005,1461.534500,2.4400E-005,1461.534500,8.5290E-006,1461.534500,1.1311E001
1461.551000,9.6450E-005,1461.551000,4.6480E-005,1461.551000,2.4380E-005,1461.551000,8.5880E-006,1461.551000,1.1231E001
1461.567500,9.6600E-005,1461.567500,4.6500E-005,1461.567500,2.4320E-005,1461.567500,8.5700E-006,1461.567500,1.1272E001
1461.584000,9.6660E-005,1461.584000,4.6710E-005,1461.584000,2.4380E-005,1461.584000,8.6220E-006,1461.584000,1.1211E001
1461.600500,9.6750E-005,1461.600500,4.6800E-005,1461.600500,2.4420E-005,1461.600500,8.5290E-006,1461.600500,1.1344E001
1461.617000,9.6940E-005,1461.617000,4.6890E-005,1461.617000,2.4470E-005,1461.617000,8.6710E-006,1461.617000,1.1180E001
1461.633500,9.7630E-005,1461.633500,4.7060E-005,1461.633500,2.4530E-005,1461.633500,8.6690E-006,1461.633500,1.1262E001
1461.650000,9.7530E-005,1461.650000,4.6990E-005,1461.650000,2.4550E-005,1461.650000,8.7060E-006,1461.650000,1.1203E001
