
Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(J),Level(J)
1600.860500,1.9710E-004,1600.860500,4.7450E-008,1600.860500,4.1100E-007,1600.860500,4.1538E003
1600.877000,1.9830E-004,1600.877000,6.5700E-008,1600.877000,4.4050E-007,1600.877000,3.0183E003
1600.893500,1.9960E-004,1600.893500,6.2460E-008,1600.893500,4.5780E-007,1600.893500,3.1956E003
1600.910000,2.0010E-004,1600.910000,5.6260E-008,1600.910000,4.7210E-007,1600.910000,3.5567E003
1600.926500,1.9970E-004,1600.926500,3.1270E-008,1600.926500,3.9350E-007,1600.926500,6.3863E003
1600.943000,1.9840E-004,1600.943000,5.8030E-008,1600.943000,4.1940E-007,1600.943000,3.4189E003
1600.959500,1.9700E-004,1600.959500,6.2130E-008,1600.959500,4.3740E-007,1600.959500,3.1708E003
1600.976000,1.9630E-004,1600.976000,8.0110E-008,1600.976000,4.3600E-007,1600.976000,2.4504E003
1600.992500,1.9490E-004,1600.992500,7.7620E-008,1600.992500,4.0010E-007,1600.992500,2.5110E003
1601.009000,1.9440E-004,1601.009000,4.9980E-008,1601.009000,4.6250E-007,1601.009000,3.8896E003
1601.025500,1.9460E-004,1601.025500,7.1260E-008,1601.025500,4.5920E-007,1601.025500,2.7308E003
1601.042000,1.9500E-004,1601.042000,8.4890E-008,1601.042000,3.8700E-007,1601.042000,2.2971E003
1601.058500,1.9620E-004,1601.058500,4.3600E-008,1601.058500,4.0730E-007,1601.058500,4.5000E003
1601.075000,1.9770E-004,1601.075000,6.6600E-008,1601.075000,4.0010E-007,1601.075000,2.9685E003
1601.091500,1.9910E-004,1601.091500,5.5770E-008,1601.091500,5.0580E-007,1601.091500,3.5700E003
1601.108000,1.9930E-004,1601.108000,7.8160E-008,1601.108000,4.4260E-007,1601.108000,2.5499E003
1601.124500,1.9930E-004,1601.124500,5.7080E-008,1601.124500,4.2740E-007,1601.124500,3.4916E003
1601.141000,1.9830E-004,1601.141000,5.0600E-008,1601.141000,3.8860E-007,1601.141000,3.9190E003
1601.157500,1.9710E-004,1601.157500,5.6690E-008,1601.157500,4.8690E-007,1601.157500,3.4768E003
1601.174000,1.9590E-004,1601.174000,8.2630E-008,1601.174000,4.1880E-007,1601.174000,2.3708E003
1601.190500,1.9450E-004,1601.190500,6.2330E-008,1601.190500,3.9430E-007,1601.190500,3.1205E003
1601.207000,1.9390E-004,1601.207000,8.0840E-008,1601.207000,4.5510E-007,1601.207000,2.3986E003
1601.223500,1.9340E-004,1601.223500,6.4020E-008,1601.223500,4.2920E-007,1601.223500,3.0209E003
1601.240000,1.9410E-004,1601.240000,7.8280E-008,1601.240000,4.2270E-007,1601.240000,2.4796E003
1601.256500,1.9570E-004,1601.256500,8.6670E-008,1601.256500,3.7710E-007,1601.256500,2.2580E003
1601.273000,1.9750E-004,1601.273000,1.0320E-007,1601.273000,4.6680E-007,1601.273000,1.9138E003
1601.289500,1.9830E-004,1601.289500,8.5540E-008,1601.289500,4.7970E-007,1601.289500,2.3182E003
1601.306000,1.9910E-004,1601.306000,7.8050E-008,1601.306000,4.1980E-007,1601.306000,2.5509E003
1601.322500,1.9860E-004,1601.322500,3.2380E-008,1601.322500,4.7230E-007,1601.322500,6.1334E003
1601.339000,1.9720E-004,1601.339000,4.3500E-008,1601.339000,4.7170E-007,1601.339000,4.5333E003
1601.355500,1.9580E-004,1601.355500,9.2210E-009,1601.355500,4.0990E-007,1601.355500,2.1234E004
1601.372000,1.9440E-004,1601.372000,8.0250E-008,1601.372000,3.7830E-007,1601.372000,2.4224E003
1601.388500,1.9330E-004,1601.388500,2.7470E-008,1601.388500,3.6460E-007,1601.388500,7.0368E003
1601.405000,1.9300E-004,1601.405000,4.9490E-008,1601.405000,4.0300E-007,1601.405000,3.8998E003
1601.421500,1.9400E-004,1601.421500,7.5190E-008,1601.421500,4.1490E-007,1601.421500,2.5801E003
1601.438000,1.9510E-004,1601.438000,4.9540E-008,1601.438000,4.7360E-007,1601.438000,3.9382E003
1601.454500,1.9670E-004,1601.454500,5.4750E-008,1601.454500,4.0640E-007,1601.454500,3.5927E003
1601.471000,1.9780E-004,1601.471000,7.5810E-008,1601.471000,4.2120E-007,1601.471000,2.6092E003
1601.487500,1.9860E-004,1601.487500,8.4000E-008,1601.487500,3.9680E-007,1601.487500,2.3643E003
1601.504000,1.9910E-004,1601.504000,6.0030E-008,1601.504000,4.8530E-007,1601.504000,3.3167E003
1601.520500,1.9860E-004,1601.520500,4.5940E-008,1601.520500,4.2640E-007,1601.520500,4.3230E003
1601.537000,1.9730E-004,1601.537000,8.0310E-008,1601.537000,4.3070E-007,1601.537000,2.4567E003
1601.553500,1.9470E-004,1601.553500,6.8310E-008,1601.553500,4.2840E-007,1601.553500,2.8502E003
1601.570000,1.9310E-004,1601.570000,5.1060E-008,1601.570000,4.1650E-007,1601.570000,3.7818E003
1601.586500,1.9200E-004,1601.586500,5.7320E-008,1601.586500,4.0460E-007,1601.586500,3.3496E003
1601.603000,1.9230E-004,1601.603000,7.4080E-008,1601.603000,4.2840E-007,1601.603000,2.5958E003
1601.619500,1.9340E-004,1601.619500,4.7420E-008,1601.619500,3.8730E-007,1601.619500,4.0784E003
1601.636000,1.9470E-004,1601.636000,5.8990E-008,1601.636000,4.5880E-007,1601.636000,3.3006E003
1601.652500,1.9740E-004,1601.652500,2.9040E-008,1601.652500,5.1100E-007,1601.652500,6.7975E003
1601.669000,1.9900E-004,1601.669000,6.9750E-008,1601.669000,4.2530E-007,1601.669000,2.8530E003
1601.685500,1.9990E-004,1601.685500,3.5730E-008,1601.685500,4.1260E-007,1601.685500,5.5947E003
1601.702000,2.0030E-004,1601.702000,5.2520E-008,1601.702000,4.2230E-007,1601.702000,3.8138E003
1601.718500,1.9950E-004,1601.718500,7.5970E-008,1601.718500,4.3420E-007,1601.718500,2.6260E003
1601.735000,1.9750E-004,1601.735000,3.0480E-008,1601.735000,3.4460E-007,1601.735000,6.4797E003
1601.751500,1.9490E-004,1601.751500,4.5820E-008,1601.751500,3.3720E-007,1601.751500,4.2536E003
1601.768000,1.9300E-004,1601.768000,7.8970E-008,1601.768000,3.9470E-007,1601.768000,2.4440E003
1601.784500,1.9150E-004,1601.784500,4.2270E-008,1601.784500,3.7970E-007,1601.784500,4.5304E003
1601.801000,1.9140E-004,1601.801000,3.6560E-008,1601.801000,3.6760E-007,1601.801000,5.2352E003
1601.817500,1.9280E-004,1601.817500,8.1350E-008,1601.817500,3.6310E-007,1601.817500,2.3700E003
1601.834000,1.9420E-004,1601.834000,8.0610E-008,1601.834000,4.7500E-007,1601.834000,2.4091E003
1601.850500,1.9590E-004,1601.850500,7.9730E-008,1601.850500,3.9060E-007,1601.850500,2.4570E003
1601.867000,1.9790E-004,1601.867000,8.2830E-008,1601.867000,4.8410E-007,1601.867000,2.3892E003
1601.883500,1.9850E-004,1601.883500,8.8690E-008,1601.883500,4.4240E-007,1601.883500,2.2381E003
1601.900000,1.9870E-004,1601.900000,3.8240E-008,1601.900000,4.7750E-007,1601.900000,5.1961E003
1601.916500,1.9820E-004,1601.916500,7.2750E-008,1601.916500,4.6130E-007,1601.916500,2.7244E003
1601.933000,1.9660E-004,1601.933000,5.6230E-008,1601.933000,4.3870E-007,1601.933000,3.4964E003
1601.949500,1.9460E-004,1601.949500,5.4480E-008,1601.949500,4.3730E-007,1601.949500,3.5720E003
1601.966000,1.9290E-004,1601.966000,5.2570E-008,1601.966000,4.0990E-007,1601.966000,3.6694E003
1601.982500,1.9210E-004,1601.982500,6.8670E-008,1601.982500,3.9220E-007,1601.982500,2.7974E003
1601.999000,1.9260E-004,1601.999000,7.7630E-008,1601.999000,4.0540E-007,1601.999000,2.4810E003
1602.015500,1.9310E-004,1602.015500,4.0830E-008,1602.015500,3.9630E-007,1602.015500,4.7294E003
1602.032000,1.9480E-004,1602.032000,9.7860E-008,1602.032000,3.9800E-007,1602.032000,1.9906E003
1602.048500,1.9610E-004,1602.048500,5.3060E-008,1602.048500,4.3290E-007,1602.048500,3.6958E003
1602.065000,1.9770E-004,1602.065000,6.3530E-008,1602.065000,3.3240E-007,1602.065000,3.1119E003
1602.081500,1.9830E-004,1602.081500,7.3700E-008,1602.081500,3.6880E-007,1602.081500,2.6906E003
1602.098000,1.9760E-004,1602.098000,2.5740E-008,1602.098000,4.0070E-007,1602.098000,7.6768E003
1602.114500,1.9660E-004,1602.114500,3.2440E-008,1602.114500,3.9680E-007,1602.114500,6.0604E003
1602.131000,1.9490E-004,1602.131000,8.4600E-008,1602.131000,4.0910E-007,1602.131000,2.3038E003
1602.147500,1.9340E-004,1602.147500,5.4480E-008,1602.147500,4.2000E-007,1602.147500,3.5499E003
1602.164000,1.9140E-004,1602.164000,5.6780E-008,1602.164000,3.7910E-007,1602.164000,3.3709E003
1602.180500,1.9100E-004,1602.180500,6.7470E-008,1602.180500,4.4010E-007,1602.180500,2.8309E003
1602.197000,1.9140E-004,1602.197000,5.7300E-008,1602.197000,4.0520E-007,1602.197000,3.3403E003
1602.213500,1.9250E-004,1602.213500,9.3560E-008,1602.213500,4.0090E-007,1602.213500,2.0575E003
1602.230000,1.9390E-004,1602.230000,6.4040E-008,1602.230000,4.0150E-007,1602.230000,3.0278E003
1602.246500,1.9570E-004,1602.246500,7.9870E-008,1602.246500,4.4220E-007,1602.246500,2.4502E003
1602.263000,1.9700E-004,1602.263000,9.1400E-008,1602.263000,4.0070E-007,1602.263000,2.1554E003
1602.279500,1.9790E-004,1602.279500,4.5170E-008,1602.279500,4.3150E-007,1602.279500,4.3812E003
1602.296000,1.9790E-004,1602.296000,6.5790E-008,1602.296000,4.2780E-007,1602.296000,3.0081E003
1602.312500,1.9620E-004,1602.312500,8.8160E-008,1602.312500,4.5020E-007,1602.312500,2.2255E003
1602.329000,1.9440E-004,1602.329000,2.9130E-008,1602.329000,3.9290E-007,1602.329000,6.6735E003
1602.345500,1.9240E-004,1602.345500,5.7670E-008,1602.345500,3.5520E-007,1602.345500,3.3362E003
1602.362000,1.9110E-004,1602.362000,5.4790E-008,1602.362000,3.6960E-007,1602.362000,3.4879E003
1602.378500,1.9060E-004,1602.378500,5.7350E-008,1602.378500,3.8950E-007,1602.378500,3.3235E003
1602.395000,1.9070E-004,1602.395000,3.0520E-008,1602.395000,4.3440E-007,1602.395000,6.2484E003
1602.411500,1.9100E-004,1602.411500,9.2150E-008,1602.411500,3.3950E-007,1602.411500,2.0727E003
1602.428000,1.9250E-004,1602.428000,1.6330E-008,1602.428000,4.1160E-007,1602.428000,1.1788E004
1602.444500,1.9420E-004,1602.444500,5.0540E-008,1602.444500,4.1750E-007,1602.444500,3.8425E003
1602.461000,1.9560E-004,1602.461000,4.3710E-008,1602.461000,4.7950E-007,1602.461000,4.4749E003
1602.477500,1.9660E-004,1602.477500,5.2840E-008,1602.477500,4.4920E-007,1602.477500,3.7207E003
1602.494000,1.9670E-004,1602.494000,6.1570E-008,1602.494000,3.9410E-007,1602.494000,3.1947E003
1602.510500,1.9620E-004,1602.510500,7.0520E-008,1602.510500,4.5170E-007,1602.510500,2.7822E003
1602.527000,1.9510E-004,1602.527000,4.5130E-008,1602.527000,3.5780E-007,1602.527000,4.3231E003
1602.543500,1.9400E-004,1602.543500,4.3030E-008,1602.543500,3.7200E-007,1602.543500,4.5085E003
1602.560000,1.9270E-004,1602.560000,5.4940E-008,1602.560000,4.5990E-007,1602.560000,3.5075E003
1602.576500,1.9170E-004,1602.576500,4.8460E-008,1602.576500,3.4450E-007,1602.576500,3.9558E003
1602.593000,1.9070E-004,1602.593000,2.8210E-008,1602.593000,3.5760E-007,1602.593000,6.7600E003
1602.609500,1.9040E-004,1602.609500,6.0730E-008,1602.609500,3.8870E-007,1602.609500,3.1352E003
1602.626000,1.9110E-004,1602.626000,6.6040E-008,1602.626000,3.8010E-007,1602.626000,2.8937E003
1602.642500,1.9260E-004,1602.642500,9.6330E-008,1602.642500,4.3830E-007,1602.642500,1.9994E003
1602.659000,1.9400E-004,1602.659000,4.2530E-008,1602.659000,4.0210E-007,1602.659000,4.5615E003
1602.675500,1.9530E-004,1602.675500,8.0730E-008,1602.675500,3.7470E-007,1602.675500,2.4192E003
1602.692000,1.9510E-004,1602.692000,1.1670E-007,1602.692000,3.7860E-007,1602.692000,1.6718E003
1602.708500,1.9540E-004,1602.708500,6.4040E-008,1602.708500,3.8210E-007,1602.708500,3.0512E003
1602.725000,1.9450E-004,1602.725000,4.0870E-008,1602.725000,4.1710E-007,1602.725000,4.7590E003
1602.741500,1.9380E-004,1602.741500,5.3010E-008,1602.741500,3.6830E-007,1602.741500,3.6559E003
1602.758000,1.9270E-004,1602.758000,7.5870E-008,1602.758000,4.0810E-007,1602.758000,2.5399E003
1602.774500,1.9200E-004,1602.774500,8.0340E-008,1602.774500,4.1360E-007,1602.774500,2.3898E003
1602.791000,1.9120E-004,1602.791000,6.0190E-008,1602.791000,4.4760E-007,1602.791000,3.1766E003
1602.807500,1.9130E-004,1602.807500,6.1570E-008,1602.807500,3.3990E-007,1602.807500,3.1070E003
1602.824000,1.9170E-004,1602.824000,8.6970E-008,1602.824000,3.6440E-007,1602.824000,2.2042E003
1602.840500,1.9320E-004,1602.840500,9.1860E-008,1602.840500,4.1440E-007,1602.840500,2.1032E003
1602.857000,1.9400E-004,1602.857000,7.0650E-008,1602.857000,3.5020E-007,1602.857000,2.7459E003
1602.873500,1.9530E-004,1602.873500,8.7910E-008,1602.873500,3.8830E-007,1602.873500,2.2216E003
1602.890000,1.9550E-004,1602.890000,8.8060E-008,1602.890000,4.1340E-007,1602.890000,2.2201E003
1602.906500,1.9550E-004,1602.906500,3.8350E-008,1602.906500,4.2950E-007,1602.906500,5.0978E003
1602.923000,1.9460E-004,1602.923000,6.3480E-008,1602.923000,4.3830E-007,1602.923000,3.0655E003
1602.939500,1.9330E-004,1602.939500,7.7740E-008,1602.939500,4.1460E-007,1602.939500,2.4865E003
1602.956000,1.9140E-004,1602.956000,6.3380E-008,1602.956000,4.3910E-007,1602.956000,3.0199E003
1602.972500,1.9050E-004,1602.972500,7.1640E-008,1602.972500,4.2840E-007,1602.972500,2.6591E003
1602.989000,1.9040E-004,1602.989000,8.0230E-008,1602.989000,3.6620E-007,1602.989000,2.3732E003
1603.005500,1.9020E-004,1603.005500,8.2230E-008,1603.005500,3.3060E-007,1603.005500,2.3130E003
1603.022000,1.9140E-004,1603.022000,7.7310E-008,1603.022000,4.0080E-007,1603.022000,2.4757E003
1603.038500,1.9320E-004,1603.038500,2.0440E-008,1603.038500,3.6770E-007,1603.038500,9.4521E003
1603.055000,1.9510E-004,1603.055000,6.5030E-008,1603.055000,3.8500E-007,1603.055000,3.0002E003
1603.071500,1.9640E-004,1603.071500,1.0170E-007,1603.071500,3.9070E-007,1603.071500,1.9312E003
1603.088000,1.9670E-004,1603.088000,7.7530E-008,1603.088000,4.0970E-007,1603.088000,2.5371E003
1603.104500,1.9690E-004,1603.104500,6.0660E-008,1603.104500,4.4590E-007,1603.104500,3.2460E003
1603.121000,1.9600E-004,1603.121000,7.1870E-008,1603.121000,3.4290E-007,1603.121000,2.7271E003
1603.137500,1.9370E-004,1603.137500,5.5780E-008,1603.137500,4.0620E-007,1603.137500,3.4726E003
1603.154000,1.9150E-004,1603.154000,4.5110E-008,1603.154000,3.5220E-007,1603.154000,4.2452E003
1603.170500,1.8970E-004,1603.170500,7.5740E-008,1603.170500,4.3440E-007,1603.170500,2.5046E003
1603.187000,1.8880E-004,1603.187000,5.2920E-008,1603.187000,4.4990E-007,1603.187000,3.5676E003
1603.203500,1.8860E-004,1603.203500,6.7210E-008,1603.203500,4.0490E-007,1603.203500,2.8061E003
1603.220000,1.9020E-004,1603.220000,5.5290E-008,1603.220000,4.1280E-007,1603.220000,3.4400E003
1603.236500,1.9200E-004,1603.236500,5.1990E-008,1603.236500,3.8390E-007,1603.236500,3.6930E003
1603.253000,1.9420E-004,1603.253000,2.8900E-008,1603.253000,4.5930E-007,1603.253000,6.7197E003
1603.269500,1.9600E-004,1603.269500,8.9580E-008,1603.269500,3.2090E-007,1603.269500,2.1880E003
1603.286000,1.9750E-004,1603.286000,7.6520E-008,1603.286000,3.7860E-007,1603.286000,2.5810E003
1603.302500,1.9710E-004,1603.302500,9.4120E-008,1603.302500,4.1690E-007,1603.302500,2.0941E003
1603.319000,1.9600E-004,1603.319000,9.2180E-008,1603.319000,4.3500E-007,1603.319000,2.1263E003
1603.335500,1.9380E-004,1603.335500,3.9070E-008,1603.335500,3.9650E-007,1603.335500,4.9603E003
1603.352000,1.9160E-004,1603.352000,8.6890E-008,1603.352000,4.1400E-007,1603.352000,2.2051E003
1603.368500,1.8940E-004,1603.368500,1.0960E-007,1603.368500,4.3400E-007,1603.368500,1.7281E003
1603.385000,1.8870E-004,1603.385000,5.3430E-008,1603.385000,4.2820E-007,1603.385000,3.5317E003
1603.401500,1.8810E-004,1603.401500,5.4190E-008,1603.401500,4.0040E-007,1603.401500,3.4711E003
1603.418000,1.8900E-004,1603.418000,5.0020E-008,1603.418000,3.9440E-007,1603.418000,3.7785E003
1603.434500,1.9070E-004,1603.434500,5.0140E-008,1603.434500,3.8900E-007,1603.434500,3.8034E003
1603.451000,1.9270E-004,1603.451000,4.8140E-008,1603.451000,4.1320E-007,1603.451000,4.0029E003
1603.467500,1.9480E-004,1603.467500,3.1030E-008,1603.467500,3.8660E-007,1603.467500,6.2778E003
1603.484000,1.9670E-004,1603.484000,5.9460E-008,1603.484000,3.5360E-007,1603.484000,3.3081E003
1603.500500,1.9620E-004,1603.500500,3.4720E-008,1603.500500,4.3030E-007,1603.500500,5.6509E003
1603.517000,1.9490E-004,1603.517000,9.4430E-008,1603.517000,4.1690E-007,1603.517000,2.0640E003
1603.533500,1.9270E-004,1603.533500,7.6390E-008,1603.533500,3.3750E-007,1603.533500,2.5226E003
1603.550000,1.9080E-004,1603.550000,7.8870E-008,1603.550000,4.2330E-007,1603.550000,2.4192E003
1603.566500,1.8890E-004,1603.566500,8.3130E-008,1603.566500,4.3790E-007,1603.566500,2.2723E003
1603.583000,1.8790E-004,1603.583000,7.7260E-008,1603.583000,4.2740E-007,1603.583000,2.4320E003
1603.599500,1.8740E-004,1603.599500,5.7790E-008,1603.599500,3.7540E-007,1603.599500,3.2428E003
1603.616000,1.8820E-004,1603.616000,5.5810E-008,1603.616000,4.2680E-007,1603.616000,3.3722E003
1603.632500,1.8980E-004,1603.632500,7.6390E-008,1603.632500,4.1480E-007,1603.632500,2.4846E003
1603.649000,1.9250E-004,1603.649000,1.0780E-007,1603.649000,4.3070E-007,1603.649000,1.7857E003
1603.665500,1.9440E-004,1603.665500,7.0660E-008,1603.665500,4.1210E-007,1603.665500,2.7512E003
1603.682000,1.9600E-004,1603.682000,5.0640E-008,1603.682000,4.2220E-007,1603.682000,3.8705E003
1603.698500,1.9620E-004,1603.698500,7.9380E-008,1603.698500,3.9340E-007,1603.698500,2.4717E003
1603.715000,1.9450E-004,1603.715000,5.4990E-008,1603.715000,4.0410E-007,1603.715000,3.5370E003
1603.731500,1.9260E-004,1603.731500,8.7860E-008,1603.731500,3.9890E-007,1603.731500,2.1921E003
1603.748000,1.8970E-004,1603.748000,5.5240E-008,1603.748000,3.9340E-007,1603.748000,3.4341E003
1603.764500,1.8780E-004,1603.764500,4.5210E-008,1603.764500,3.8640E-007,1603.764500,4.1539E003
1603.781000,1.8640E-004,1603.781000,7.7300E-008,1603.781000,3.5460E-007,1603.781000,2.4114E003
1603.797500,1.8610E-004,1603.797500,4.2620E-008,1603.797500,3.5320E-007,1603.797500,4.3665E003
1603.814000,1.8700E-004,1603.814000,4.0160E-008,1603.814000,4.6740E-007,1603.814000,4.6564E003
1603.830500,1.8850E-004,1603.830500,8.1220E-008,1603.830500,3.8390E-007,1603.830500,2.3209E003
1603.847000,1.9140E-004,1603.847000,1.4170E-008,1603.847000,3.7090E-007,1603.847000,1.3507E004
1603.863500,1.9400E-004,1603.863500,4.5650E-008,1603.863500,3.6820E-007,1603.863500,4.2497E003
1603.880000,1.9570E-004,1603.880000,4.2200E-008,1603.880000,4.4120E-007,1603.880000,4.6374E003
1603.896500,1.9590E-004,1603.896500,1.0480E-007,1603.896500,3.8250E-007,1603.896500,1.8693E003
1603.913000,1.9490E-004,1603.913000,9.1590E-008,1603.913000,3.7050E-007,1603.913000,2.1280E003
1603.929500,1.9260E-004,1603.929500,3.3440E-008,1603.929500,4.0530E-007,1603.929500,5.7596E003
1603.946000,1.9060E-004,1603.946000,1.0860E-007,1603.946000,3.8720E-007,1603.946000,1.7551E003
1603.962500,1.8830E-004,1603.962500,6.0630E-008,1603.962500,3.9460E-007,1603.962500,3.1057E003
1603.979000,1.8630E-004,1603.979000,5.2130E-008,1603.979000,3.7170E-007,1603.979000,3.5738E003
1603.995500,1.8590E-004,1603.995500,4.1540E-008,1603.995500,4.1520E-007,1603.995500,4.4752E003
1604.012000,1.8660E-004,1604.012000,6.8300E-008,1604.012000,2.6090E-007,1604.012000,2.7321E003
1604.028500,1.8820E-004,1604.028500,4.4210E-008,1604.028500,3.2140E-007,1604.028500,4.2570E003
1604.045000,1.8980E-004,1604.045000,5.6420E-008,1604.045000,3.3250E-007,1604.045000,3.3641E003
1604.061500,1.9230E-004,1604.061500,3.8140E-008,1604.061500,4.0060E-007,1604.061500,5.0420E003
1604.078000,1.9440E-004,1604.078000,9.8750E-008,1604.078000,3.8300E-007,1604.078000,1.9686E003
1604.094500,1.9550E-004,1604.094500,7.0220E-008,1604.094500,4.1830E-007,1604.094500,2.7841E003
1604.111000,1.9550E-004,1604.111000,3.9340E-008,1604.111000,4.5320E-007,1604.111000,4.9695E003
1604.127500,1.9370E-004,1604.127500,8.6560E-008,1604.127500,4.1980E-007,1604.127500,2.2378E003
1604.144000,1.9140E-004,1604.144000,2.4260E-008,1604.144000,4.0430E-007,1604.144000,7.8895E003
1604.160500,1.8990E-004,1604.160500,4.7380E-008,1604.160500,3.5850E-007,1604.160500,4.0080E003
1604.177000,1.8780E-004,1604.177000,5.7590E-008,1604.177000,3.4510E-007,1604.177000,3.2610E003
1604.193500,1.8670E-004,1604.193500,6.0630E-008,1604.193500,3.6100E-007,1604.193500,3.0793E003
1604.210000,1.8680E-004,1604.210000,2.8090E-008,1604.210000,3.3230E-007,1604.210000,6.6501E003
1604.226500,1.8770E-004,1604.226500,3.1190E-008,1604.226500,3.8940E-007,1604.226500,6.0180E003
1604.243000,1.8950E-004,1604.243000,8.8040E-008,1604.243000,3.9690E-007,1604.243000,2.1524E003
1604.259500,1.9090E-004,1604.259500,8.2800E-008,1604.259500,3.6160E-007,1604.259500,2.3056E003
1604.276000,1.9240E-004,1604.276000,9.6480E-008,1604.276000,3.5290E-007,1604.276000,1.9942E003
1604.292500,1.9270E-004,1604.292500,3.6800E-008,1604.292500,4.3440E-007,1604.292500,5.2364E003
1604.309000,1.9280E-004,1604.309000,3.8390E-008,1604.309000,4.4120E-007,1604.309000,5.0221E003
1604.325500,1.9210E-004,1604.325500,5.2190E-008,1604.325500,4.1030E-007,1604.325500,3.6808E003
1604.342000,1.9080E-004,1604.342000,7.3030E-008,1604.342000,3.6800E-007,1604.342000,2.6126E003
1604.358500,1.8900E-004,1604.358500,5.4480E-008,1604.358500,3.9870E-007,1604.358500,3.4692E003
1604.375000,1.8820E-004,1604.375000,7.4240E-008,1604.375000,3.5270E-007,1604.375000,2.5350E003
1604.391500,1.8760E-004,1604.391500,5.0960E-008,1604.391500,3.7210E-007,1604.391500,3.6813E003
1604.408000,1.8780E-004,1604.408000,2.7910E-008,1604.408000,3.9990E-007,1604.408000,6.7288E003
1604.424500,1.8830E-004,1604.424500,2.4530E-008,1604.424500,3.4130E-007,1604.424500,7.6763E003
1604.441000,1.8960E-004,1604.441000,7.2500E-008,1604.441000,3.2990E-007,1604.441000,2.6152E003
1604.457500,1.9070E-004,1604.457500,6.4460E-008,1604.457500,3.9660E-007,1604.457500,2.9584E003
1604.474000,1.9200E-004,1604.474000,1.1510E-007,1604.474000,3.7140E-007,1604.474000,1.6681E003
1604.490500,1.9330E-004,1604.490500,6.1950E-008,1604.490500,4.0200E-007,1604.490500,3.1203E003
1604.507000,1.9280E-004,1604.507000,3.1820E-008,1604.507000,4.0160E-007,1604.507000,6.0591E003
1604.523500,1.9180E-004,1604.523500,1.0140E-007,1604.523500,4.1870E-007,1604.523500,1.8915E003
1604.540000,1.9010E-004,1604.540000,1.1060E-007,1604.540000,3.6520E-007,1604.540000,1.7188E003
1604.556500,1.8770E-004,1604.556500,3.7810E-008,1604.556500,4.2490E-007,1604.556500,4.9643E003
1604.573000,1.8690E-004,1604.573000,4.0320E-008,1604.573000,3.9500E-007,1604.573000,4.6354E003
1604.589500,1.8600E-004,1604.589500,9.9140E-008,1604.589500,4.3650E-007,1604.589500,1.8761E003
1604.606000,1.8640E-004,1604.606000,6.3230E-008,1604.606000,4.3320E-007,1604.606000,2.9480E003
1604.622500,1.8680E-004,1604.622500,6.2650E-008,1604.622500,3.2250E-007,1604.622500,2.9816E003
1604.639000,1.8850E-004,1604.639000,8.5980E-008,1604.639000,4.1850E-007,1604.639000,2.1924E003
1604.655500,1.9020E-004,1604.655500,3.4130E-008,1604.655500,3.7250E-007,1604.655500,5.5728E003
1604.672000,1.9090E-004,1604.672000,8.9120E-008,1604.672000,4.0240E-007,1604.672000,2.1421E003
1604.688500,1.9200E-004,1604.688500,2.2650E-008,1604.688500,3.7080E-007,1604.688500,8.4768E003
1604.705000,1.9200E-004,1604.705000,1.1120E-007,1604.705000,3.4340E-007,1604.705000,1.7266E003
1604.721500,1.9110E-004,1604.721500,8.5550E-008,1604.721500,4.1500E-007,1604.721500,2.2338E003
1604.738000,1.8970E-004,1604.738000,7.0420E-008,1604.738000,3.5360E-007,1604.738000,2.6938E003
1604.754500,1.8770E-004,1604.754500,6.0560E-008,1604.754500,3.7780E-007,1604.754500,3.0994E003
1604.771000,1.8630E-004,1604.771000,2.2240E-008,1604.771000,3.3750E-007,1604.771000,8.3768E003
1604.787500,1.8580E-004,1604.787500,8.9970E-008,1604.787500,3.7370E-007,1604.787500,2.0651E003
1604.804000,1.8570E-004,1604.804000,5.6960E-008,1604.804000,3.6750E-007,1604.804000,3.2602E003
1604.820500,1.8690E-004,1604.820500,7.1700E-008,1604.820500,4.0380E-007,1604.820500,2.6067E003
1604.837000,1.8820E-004,1604.837000,8.7570E-008,1604.837000,3.6350E-007,1604.837000,2.1491E003
1604.853500,1.9020E-004,1604.853500,5.2910E-008,1604.853500,3.3730E-007,1604.853500,3.5948E003
1604.870000,1.9160E-004,1604.870000,6.2170E-008,1604.870000,4.0880E-007,1604.870000,3.0819E003
1604.886500,1.9240E-004,1604.886500,6.0660E-008,1604.886500,3.9390E-007,1604.886500,3.1718E003
1604.903000,1.9190E-004,1604.903000,7.2510E-008,1604.903000,3.3540E-007,1604.903000,2.6465E003
1604.919500,1.9030E-004,1604.919500,8.3190E-008,1604.919500,3.6970E-007,1604.919500,2.2875E003
1604.936000,1.8870E-004,1604.936000,6.3970E-008,1604.936000,3.6350E-007,1604.936000,2.9498E003
1604.952500,1.8650E-004,1604.952500,7.7940E-008,1604.952500,3.2820E-007,1604.952500,2.3929E003
1604.969000,1.8510E-004,1604.969000,4.5680E-008,1604.969000,4.6730E-007,1604.969000,4.0521E003
1604.985500,1.8440E-004,1604.985500,8.6710E-008,1604.985500,4.2100E-007,1604.985500,2.1266E003
1605.002000,1.8500E-004,1605.002000,4.0550E-008,1605.002000,3.3690E-007,1605.002000,4.5623E003
1605.018500,1.8600E-004,1605.018500,6.1840E-008,1605.018500,3.6000E-007,1605.018500,3.0078E003
