
Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C)
1466.270000,1.5590E-004,1466.270000,7.1100E-005,1466.270000,3.5090E-005
1466.303000,1.5430E-004,1466.303000,7.0500E-005,1466.303000,3.5020E-005
1466.336000,1.5460E-004,1466.336000,7.0780E-005,1466.336000,3.4910E-005
1466.369000,1.5650E-004,1466.369000,7.1570E-005,1466.369000,3.5450E-005
1466.402000,1.5710E-004,1466.402000,7.1810E-005,1466.402000,3.5550E-005
1466.435000,1.5750E-004,1466.435000,7.2020E-005,1466.435000,3.5450E-005
1466.468000,1.5820E-004,1466.468000,7.2260E-005,1466.468000,3.5710E-005
1466.501000,1.5860E-004,1466.501000,7.2430E-005,1466.501000,3.5960E-005
1466.534000,1.5860E-004,1466.534000,7.2580E-005,1466.534000,3.5880E-005
1466.567000,1.5830E-004,1466.567000,7.2410E-005,1466.567000,3.5750E-005
1466.600000,1.5920E-004,1466.600000,7.2820E-005,1466.600000,3.6000E-005
1466.633000,1.5980E-004,1466.633000,7.3260E-005,1466.633000,3.6220E-005
1466.666000,1.6040E-004,1466.666000,7.3290E-005,1466.666000,3.6170E-005
1466.699000,1.6130E-004,1466.699000,7.3590E-005,1466.699000,3.6110E-005
1466.732000,1.6150E-004,1466.732000,7.3560E-005,1466.732000,3.6350E-005
1466.765000,1.6150E-004,1466.765000,7.3890E-005,1466.765000,3.6560E-005
1466.798000,1.6180E-004,1466.798000,7.3930E-005,1466.798000,3.6500E-005
1466.831000,1.6220E-004,1466.831000,7.4040E-005,1466.831000,3.6670E-005
1466.864000,1.6170E-004,1466.864000,7.4140E-005,1466.864000,3.6500E-005
1466.897000,1.6080E-004,1466.897000,7.3540E-005,1466.897000,3.6330E-005
1466.930000,1.5770E-004,1466.930000,7.1900E-005,1466.930000,3.5530E-005
1466.963000,1.5970E-004,1466.963000,7.2900E-005,1466.963000,3.5980E-005
1466.996000,1.6250E-004,1466.996000,7.4190E-005,1466.996000,3.6540E-005
1467.029000,1.6290E-004,1467.029000,7.4680E-005,1467.029000,3.6820E-005
1467.062000,1.6340E-004,1467.062000,7.5040E-005,1467.062000,3.7030E-005
1467.095000,1.6390E-004,1467.095000,7.5150E-005,1467.095000,3.6940E-005
1467.128000,1.6400E-004,1467.128000,7.5000E-005,1467.128000,3.6990E-005
1467.161000,1.6440E-004,1467.161000,7.5190E-005,1467.161000,3.7100E-005
1467.194000,1.6480E-004,1467.194000,7.5360E-005,1467.194000,3.7100E-005
1467.227000,1.6560E-004,1467.227000,7.5600E-005,1467.227000,3.7270E-005
1467.260000,1.6530E-004,1467.260000,7.5730E-005,1467.260000,3.7400E-005
1467.293000,1.6580E-004,1467.293000,7.6190E-005,1467.293000,3.7440E-005
1467.326000,1.6570E-004,1467.326000,7.6090E-005,1467.326000,3.7440E-005
1467.359000,1.6640E-004,1467.359000,7.6050E-005,1467.359000,3.7480E-005
1467.392000,1.6670E-004,1467.392000,7.6070E-005,1467.392000,3.7440E-005
1467.425000,1.6710E-004,1467.425000,7.6340E-005,1467.425000,3.7480E-005
1467.458000,1.6800E-004,1467.458000,7.6540E-005,1467.458000,3.7710E-005
1467.491000,1.6770E-004,1467.491000,7.7010E-005,1467.491000,3.7800E-005
1467.524000,1.6800E-004,1467.524000,7.7240E-005,1467.524000,3.7890E-005
1467.557000,1.6870E-004,1467.557000,7.7410E-005,1467.557000,3.7990E-005
1467.590000,1.6860E-004,1467.590000,7.7350E-005,1467.590000,3.7930E-005
1467.623000,1.6940E-004,1467.623000,7.7370E-005,1467.623000,3.7950E-005
1467.656000,1.6910E-004,1467.656000,7.7350E-005,1467.656000,3.7840E-005
1467.689000,1.6770E-004,1467.689000,7.6620E-005,1467.689000,3.7670E-005
1467.722000,1.6660E-004,1467.722000,7.6500E-005,1467.722000,3.7250E-005
1467.755000,1.6960E-004,1467.755000,7.7880E-005,1467.755000,3.8020E-005
1467.788000,1.7050E-004,1467.788000,7.8210E-005,1467.788000,3.8310E-005
1467.821000,1.7130E-004,1467.821000,7.8540E-005,1467.821000,3.8330E-005
1467.854000,1.7170E-004,1467.854000,7.8370E-005,1467.854000,3.8350E-005
1467.887000,1.7210E-004,1467.887000,7.8410E-005,1467.887000,3.8400E-005
1467.920000,1.7240E-004,1467.920000,7.8740E-005,1467.920000,3.8350E-005
1467.953000,1.7230E-004,1467.953000,7.9030E-005,1467.953000,3.8550E-005
1467.986000,1.7240E-004,1467.986000,7.9140E-005,1467.986000,3.8700E-005
1468.019000,1.7260E-004,1468.019000,7.9290E-005,1468.019000,3.8700E-005
1468.052000,1.7280E-004,1468.052000,7.9040E-005,1468.052000,3.8630E-005
1468.085000,1.7300E-004,1468.085000,7.9330E-005,1468.085000,3.8630E-005
1468.118000,1.7350E-004,1468.118000,7.9310E-005,1468.118000,3.8610E-005
1468.151000,1.7380E-004,1468.151000,7.9270E-005,1468.151000,3.8630E-005
1468.184000,1.7400E-004,1468.184000,7.9680E-005,1468.184000,3.8680E-005
1468.217000,1.7400E-004,1468.217000,8.0000E-005,1468.217000,3.8870E-005
1468.250000,1.7460E-004,1468.250000,8.0000E-005,1468.250000,3.8970E-005
1468.283000,1.7410E-004,1468.283000,7.9890E-005,1468.283000,3.8830E-005
1468.316000,1.7450E-004,1468.316000,7.9870E-005,1468.316000,3.8830E-005
1468.349000,1.7510E-004,1468.349000,8.0000E-005,1468.349000,3.8930E-005
1468.382000,1.7570E-004,1468.382000,8.0360E-005,1468.382000,3.8980E-005
1468.415000,1.7610E-004,1468.415000,8.0400E-005,1468.415000,3.8980E-005
1468.448000,1.7600E-004,1468.448000,8.0940E-005,1468.448000,3.9170E-005
1468.481000,1.7640E-004,1468.481000,8.1070E-005,1468.481000,3.9190E-005
1468.514000,1.7650E-004,1468.514000,8.1090E-005,1468.514000,3.9380E-005
1468.547000,1.7720E-004,1468.547000,8.1260E-005,1468.547000,3.9300E-005
1468.580000,1.7750E-004,1468.580000,8.1210E-005,1468.580000,3.9340E-005
1468.613000,1.7850E-004,1468.613000,8.1580E-005,1468.613000,3.9340E-005
1468.646000,1.7880E-004,1468.646000,8.1880E-005,1468.646000,3.9340E-005
1468.679000,1.7900E-004,1468.679000,8.1990E-005,1468.679000,3.9620E-005
1468.712000,1.7880E-004,1468.712000,8.2240E-005,1468.712000,3.9570E-005
1468.745000,1.7890E-004,1468.745000,8.2430E-005,1468.745000,3.9750E-005
1468.778000,1.7930E-004,1468.778000,8.2200E-005,1468.778000,3.9720E-005
1468.811000,1.7940E-004,1468.811000,8.2280E-005,1468.811000,3.9680E-005
1468.844000,1.8030E-004,1468.844000,8.2300E-005,1468.844000,3.9660E-005
1468.877000,1.8070E-004,1468.877000,8.2610E-005,1468.877000,3.9830E-005
1468.910000,1.8100E-004,1468.910000,8.2860E-005,1468.910000,3.9870E-005
1468.943000,1.8060E-004,1468.943000,8.2990E-005,1468.943000,3.9870E-005
1468.976000,1.8040E-004,1468.976000,8.2920E-005,1468.976000,3.9720E-005
1469.009000,1.8050E-004,1469.009000,8.2880E-005,1469.009000,3.9700E-005
1469.042000,1.8110E-004,1469.042000,8.2880E-005,1469.042000,3.9780E-005
1469.075000,1.8180E-004,1469.075000,8.2850E-005,1469.075000,3.9680E-005
1469.108000,1.8180E-004,1469.108000,8.3110E-005,1469.108000,3.9780E-005
1469.141000,1.8190E-004,1469.141000,8.3430E-005,1469.141000,3.9960E-005
1469.174000,1.8220E-004,1469.174000,8.3660E-005,1469.174000,4.0020E-005
1469.207000,1.8230E-004,1469.207000,8.3900E-005,1469.207000,4.0130E-005
1469.240000,1.8220E-004,1469.240000,8.3730E-005,1469.240000,4.0060E-005
1469.273000,1.8270E-004,1469.273000,8.3710E-005,1469.273000,4.0040E-005
1469.306000,1.8300E-004,1469.306000,8.3660E-005,1469.306000,3.9810E-005
1469.339000,1.8320E-004,1469.339000,8.3900E-005,1469.339000,4.0130E-005
1469.372000,1.8370E-004,1469.372000,8.4180E-005,1469.372000,4.0110E-005
1469.405000,1.8350E-004,1469.405000,8.4290E-005,1469.405000,4.0110E-005
1469.438000,1.8330E-004,1469.438000,8.4130E-005,1469.438000,4.0100E-005
1469.471000,1.8160E-004,1469.471000,8.3390E-005,1469.471000,3.9640E-005
1469.504000,1.7570E-004,1469.504000,8.0550E-005,1469.504000,3.8520E-005
1469.537000,1.7130E-004,1469.537000,7.8540E-005,1469.537000,3.7070E-005
1469.570000,1.8110E-004,1469.570000,8.2720E-005,1469.570000,3.9380E-005
1469.603000,1.8470E-004,1469.603000,8.4440E-005,1469.603000,4.0130E-005
1469.636000,1.8540E-004,1469.636000,8.4930E-005,1469.636000,4.0510E-005
1469.669000,1.8610E-004,1469.669000,8.5550E-005,1469.669000,4.0510E-005
1469.702000,1.8620E-004,1469.702000,8.5670E-005,1469.702000,4.0470E-005
1469.735000,1.8680E-004,1469.735000,8.5670E-005,1469.735000,4.0620E-005
1469.768000,1.8710E-004,1469.768000,8.5520E-005,1469.768000,4.0640E-005
1469.801000,1.8770E-004,1469.801000,8.6060E-005,1469.801000,4.0730E-005
1469.834000,1.8800E-004,1469.834000,8.6060E-005,1469.834000,4.0750E-005
1469.867000,1.8810E-004,1469.867000,8.6440E-005,1469.867000,4.0700E-005
1469.900000,1.8810E-004,1469.900000,8.6720E-005,1469.900000,4.0890E-005
1469.933000,1.8810E-004,1469.933000,8.6570E-005,1469.933000,4.0920E-005
1469.966000,1.8870E-004,1469.966000,8.6420E-005,1469.966000,4.0890E-005
1469.999000,1.8870E-004,1469.999000,8.6440E-005,1469.999000,4.0810E-005
1470.032000,1.8930E-004,1470.032000,8.6530E-005,1470.032000,4.0890E-005
1470.065000,1.8930E-004,1470.065000,8.6870E-005,1470.065000,4.0960E-005
1470.098000,1.8960E-004,1470.098000,8.7040E-005,1470.098000,4.0960E-005
1470.131000,1.8960E-004,1470.131000,8.7420E-005,1470.131000,4.1040E-005
1470.164000,1.8950E-004,1470.164000,8.6910E-005,1470.164000,4.0960E-005
1470.197000,1.8960E-004,1470.197000,8.7000E-005,1470.197000,4.0980E-005
1470.230000,1.8930E-004,1470.230000,8.6910E-005,1470.230000,4.0920E-005
1470.263000,1.8970E-004,1470.263000,8.6930E-005,1470.263000,4.0890E-005
1470.296000,1.9030E-004,1470.296000,8.7310E-005,1470.296000,4.0980E-005
1470.329000,1.9070E-004,1470.329000,8.7740E-005,1470.329000,4.1190E-005
1470.362000,1.9090E-004,1470.362000,8.7860E-005,1470.362000,4.1230E-005
1470.395000,1.9030E-004,1470.395000,8.7650E-005,1470.395000,4.1170E-005
1470.428000,1.9050E-004,1470.428000,8.7630E-005,1470.428000,4.1090E-005
1470.461000,1.9120E-004,1470.461000,8.7950E-005,1470.461000,4.1150E-005
1470.494000,1.9120E-004,1470.494000,8.7690E-005,1470.494000,4.1190E-005
1470.527000,1.9090E-004,1470.527000,8.7710E-005,1470.527000,4.1080E-005
1470.560000,1.8920E-004,1470.560000,8.6820E-005,1470.560000,4.0890E-005
1470.593000,1.8420E-004,1470.593000,8.4720E-005,1470.593000,3.9870E-005
1470.626000,1.8230E-004,1470.626000,8.3700E-005,1470.626000,3.9010E-005
1470.659000,1.8990E-004,1470.659000,8.7290E-005,1470.659000,4.0780E-005
1470.692000,1.9240E-004,1470.692000,8.8270E-005,1470.692000,4.1410E-005
1470.725000,1.9390E-004,1470.725000,8.8760E-005,1470.725000,4.1380E-005
1470.758000,1.9370E-004,1470.758000,8.8930E-005,1470.758000,4.1620E-005
1470.791000,1.9430E-004,1470.791000,8.9190E-005,1470.791000,4.1900E-005
